OldId,NewId,SynId
157405,914,
383264,915,
210495,916,217770
210489,917,
207136,918,157404
207137,919,157405
522006,920,
517173,921,
518089,922,
346586,923,
346587,924,
251815,925,217770
371986,926,346591
217771,927,
346591,928,
251814,929,
307212,930,
306745,931,
217770,932,
157406,933,
207141,934,157406
119108,935,
121158,936,
52915,937,3055
3055,938,
300994,939,119108
28782,940,
20782,941,
176857,942,
295470,943,
290938,944,295070
290928,945,295062
290933,946,295066
290935,947,295068
290930,948,295063
290931,949,295064
290936,950,295069
290934,951,295067
295280,952,
295073,953,
295074,954,
295072,955,
295276,956,
295277,957,
290939,958,295071
349565,959,
342006,960,
298137,961,
295273,962,
295079,963,
295078,964,
295070,965,
295062,966,
295066,967,
295068,968,
295063,969,
295064,970,
295069,971,
295067,972,
295075,973,
295076,974,
295071,975,
299492,976,
344159,977,
106096,978,
370796,979,
238381,980,
371879,981,
348385,982,
208968,983,
209062,984,105497
209068,985,105497
157515,986,105497
174782,987,
209074,988,105497
209106,989,209104
209104,990,
142250,991,
109388,992,
210112,993,77703
105499,994,
210411,995,163712
210412,996,140062
3722,997,525046
157604,998,204413
163712,999,
181608,1000,
285698,1001,105499
157618,1002,140062
140062,1003,
178973,1004,
143418,1005,
285482,1006,
122757,1007,
363373,1008,
376201,1009,
217806,1010,
229721,1011,
217788,1012,
217789,1013,
208651,1014,
172430,1015,217806
143697,1016,
178969,1017,
252359,1018,
299709,1019,
142134,1020,
143691,1021,
143195,1022,
143323,1023,
143196,1024,
143818,1025,
126283,1026,
178976,1027,
176742,1028,
176737,1029,
135154,1030,122616
123903,1031,
143268,1032,
305311,1033,
156112,1034,
359207,1035,
285495,1036,
313340,1037,
337202,1038,
178986,1039,
143271,1040,
160820,1041,
233401,1042,142134
199007,1043,
374699,1044,
160815,1045,
147376,1046,122719
124022,1047,
123623,1048,
178962,1049,
313336,1050,
176734,1051,
176735,1052,
147312,1053,
123260,1054,
135199,1055,122514
371082,1056,229725
157332,1057,
157338,1058,
220560,1059,
135135,1060,122786
299017,1061,257221
214407,1062,175566
147371,1063,122619
155804,1064,150906
155404,1065,122872
221547,1066,229729
122786,1067,
122616,1068,
257221,1069,
175566,1070,
122619,1071,
122719,1072,
150906,1073,
122514,1074,
229725,1075,
122872,1076,
229729,1077,
211486,1078,155298
157692,1079,
295461,1080,
119347,1081,
194680,1082,
194684,1083,
212550,1084,10091
138136,1085,138134
138134,1086,
360994,1087,360311
247699,1088,519891
360311,1089,
73965,1090,518907
250370,1091,519891
518907,1092,
519891,1093,
213334,1094,44177
44177,1095,
71766,1096,518907
380630,1097,
90825,1098,
89639,1099,
94635,1100,90825
138200,1101,
282208,1102,380630
70009,1103,138200
238359,1104,
25953,1105,
153666,1106,
139227,1107,
280957,1108,
60836,1109,25953
82456,1110,
281486,1111,
105511,1112,
214514,1113,60968
214515,1114,60968
82742,1115,69164
214516,1116,60968
60968,1117,
280981,1118,
269782,1119,
240058,1120,133323
376990,1121,142763
376991,1122,141807
376989,1123,163393
376992,1124,141806
264550,1125,355789
239160,1126,237456
212131,1127,142725
141809,1128,174979
142726,1129,
351242,1130,350254
353834,1131,
353833,1132,
353832,1133,
385781,1134,
133329,1135,
353863,1136,
353821,1137,
353822,1138,
353823,1139,
353824,1140,
