71839,3
379082,3
26083,3
76583,3
59418,3
50593,3
80913,3
322413,3
65552,3
351549,3
51307,3
93024,3
67032,3
77036,3
55434,3
336097,3
185167,3
26215,3
120655,3
185164,3
185166,3
507786,1
280246,3
285633,3
119116,3
178741,3
176700,3
255628,3
721,3
721,1
721,2
177523,1
722,3
722,1
185972,3
185972,1
523363,3
523363,1
80980,3
80980,1
279648,3
279648,1
105540,3
105540,1
156134,3
156134,1
279647,3
279647,1
279646,3
279646,1
279645,3
279645,1
523362,1
737,1
523361,1
260682,3
260682,2
270260,1
211541,1
52621,1
298623,1
168703,1
374843,1
170218,1
324876,1
324878,1
324880,1
298625,1
344837,1
182428,1
339126,1
344131,1
344132,1
344133,1
298626,1
296016,1
42964,1
152930,1
270259,1
152931,1
240228,1
152932,1
152933,1
240229,1
179188,1
152935,1
349272,1
108938,1
111252,1
112203,1
211065,1
334247,1
211313,1
106042,3
101270,3
312575,1
184518,1
282043,3
214929,3
221465,1
147978,3
184488,1
112436,1
139328,3
368000,3
139329,3
184524,3
220727,1
280724,3
156521,1
184517,1
333793,1
112442,1
112444,1
173876,3
173881,3
148633,1
173889,1
364778,1
148672,3
214927,3
202885,3
112430,3
112430,1
378145,3
378146,3
378147,1
333091,3
184525,3
184525,1
241693,1
378156,3
337141,3
112439,1
184519,1
112443,3
375089,1
89875,3
95918,3
26468,3
186131,3
186131,1
186134,3
186134,1
517979,3
517979,1
517341,3
337684,3
221474,3
221494,3
831,1
840,1
186210,1
186211,1
186219,3
186219,1
292273,3
353623,3
349964,1
312577,1
349969,3
112402,1
165502,1
350035,3
194710,3
217953,3
165496,1
349980,3
112404,1
521559,3
165500,1
858,1
196810,3
196810,1
333795,1
253448,1
282512,1
334256,1
521083,1
78771,3
78771,1
334226,1
521169,1
334249,1
333796,1
226282,1
517750,1
218227,3
218227,1
521171,1
522791,1
334255,1
521326,1
186242,3
186242,1
877,3
186284,3
520210,3
156182,1
315296,1
174270,3
259188,3
106044,3
106044,1
200398,3
200398,1
132153,3
142631,3
200395,3
304718,3
238930,3
307774,3
142632,3
156196,3
156196,1
186569,3
106045,3
106046,3
186571,3
186572,3
143018,3
237172,3
106047,3
186574,3
186576,3
142633,3
186578,3
105497,1
280976,1
178819,1
175314,1
1104,1
188276,3
188276,1
344766,1
191524,3
190714,3
291463,3
292252,3
121188,3
121188,2
121188,1
1313,1
97932,1
65620,1
233129,1
199173,1
215499,1
215394,1
193659,1
199176,1
215451,1
215486,1
190175,1
380437,1
119443,1
106051,1
233228,1
233230,1
233507,1
233162,1
233178,1
119435,1
215308,1
215311,1
215312,1
233137,1
106052,1
176778,1
140380,1
325179,3
325179,1
234893,3
389167,3
389167,1
234891,3
234891,2
119498,3
119498,1
246796,3
246796,1
172570,3
172570,1
139302,3
199444,3
165507,3
156042,3
156042,1
226748,1
52447,1
109542,1
26895,1
68576,1
522279,1
524919,3
525088,3
1575,3
79002,3
284003,3
114041,3
284001,3
20903,3
191382,3
526674,3
523088,1
105555,3
277906,3
105559,3
70045,1
68713,1
156883,1
134180,3
134179,3
55729,3
103867,1
106060,1
127412,1
146647,3
306453,3
271941,3
43477,3
351282,3
237490,3
27734,3
296992,3
296996,3
279711,3
248691,3
347654,3
239115,3
250148,3
331044,3
48754,3
307183,3
292698,3
347912,3
257075,3
348088,3
296970,3
302972,3
325490,3
513784,3
513783,3
348067,3
253805,3
292421,3
176780,3
176780,1
177888,3
347903,3
164608,3
348074,3
203596,3
203584,3
84584,3
75912,3
234423,1
261229,1
261229,3
325535,3
325535,1
325968,3
325968,1
132707,3
132707,2
132707,1
107279,3
107279,1
353488,3
353488,1
234900,3
524962,3
524962,1
235494,3
235494,1
353443,3
353443,1
107280,3
107280,1
246739,3
246739,1
107289,3
107289,1
353444,3
107281,1
234899,3
234899,1
173270,1
173270,3
206888,3
48143,1
139288,3
139288,1
353445,1
107282,3
107282,1
246746,3
246746,1
278378,1
353446,1
353446,3
215525,3
215525,1
246740,3
246740,1
246734,3
246734,1
199201,3
199201,1
353507,1
353505,1
107283,3
107283,1
353485,3
353485,1
353508,1
173254,3
173254,1
246743,3
246743,1
246744,3
246744,1
107286,3
107286,1
173154,3
173154,1
246737,1
246737,3
235495,1
173278,1
173278,3
173256,3
353450,1
353450,3
107288,1
107288,3
165061,3
304019,3
304019,1
318422,3
318423,3
27854,3
318425,3
165063,3
162815,3
162815,1
139362,3
139362,1
368796,3
368796,1
526442,3
526442,1
525811,3
525811,1
526599,3
526599,1
302867,3
302867,1
353962,3
353962,1
120895,3
120895,1
363872,3
363872,1
528759,3
528759,1
361804,3
361804,1
361805,3
361805,1
525578,3
525578,1
525464,3
525464,1
525553,3
525553,1
298832,3
298832,1
204032,3
525046,1
525046,3
204413,3
57302,1
302176,3
302176,1
311031,3
311031,1
195919,3
195919,1
360304,3
360304,1
303724,3
303724,1
216092,3
216092,1
168876,3
168876,1
82637,3
82637,1
153697,3
153697,1
29468,3
29468,1
116447,3
116447,1
106063,3
521773,3
304021,1
517369,3
157228,3
157228,1
204846,3
204849,3
204850,3
277684,3
365945,3
338818,3
280714,3
369969,3
280725,3
362085,3
157186,3
204853,3
184326,3
184326,1
184327,3
184327,1
149640,3
149640,1
252648,1
149657,3
184325,1
184325,3
139382,3
139382,1
139381,3
284344,3
281858,3
349892,1
163552,1
206889,1
349894,1
134666,1
517450,1
536988,3
536988,1
504028,3
135076,1
135092,1
135059,3
135059,1
349901,1
112390,1
112390,3
357746,3
241841,1
233039,3
122060,1
246926,1
184541,1
107456,3
346331,1
346331,3
184533,3
346336,1
246929,1
122188,3
234898,1
346339,3
122189,1
199777,3
119488,1
184538,1
122069,3
246931,1
156545,3
346342,1
346342,3
279943,3
184536,3
233040,3
367395,3
346345,1
292866,1
241676,3
184547,1
346346,1
172377,3
293284,3
353463,1
293269,3
353470,1
293279,1
529291,3
279579,1
107311,1
176830,1
353475,3
353475,1
133333,1
107315,3
133404,1
521743,3
246018,3
107320,3
139296,1
529300,3
293283,1
353511,3
293280,3
293289,3
293290,1
353512,1
522181,3
119152,3
119154,3
293273,3
139297,1
107329,3
353516,1
139298,1
350490,3
241812,1
349853,1
246749,3
349863,1
156345,1
521608,3
156346,3
349856,3
349856,1
349855,1
517345,3
349848,3
241814,1
241594,1
246759,3
245445,3
521918,1
251818,1
112393,1
381568,3
251820,1
124565,3
119155,3
207346,1
207346,3
217885,3
217909,3
119135,3
372727,3
119158,3
119158,1
269246,3
269246,1
337366,1
337366,3
199437,3
207339,3
337396,3
233030,1
233030,3
337996,1
337996,3
337384,3
119138,1
337997,1
337997,3
217900,3
217900,1
119140,1
119140,3
217899,1
217899,3
347164,3
106080,3
139301,3
2392,3
106081,3
112514,3
537002,3
360192,3
521734,1
204856,3
157217,3
204857,3
309061,1
303551,1
316083,3
303562,3
303557,3
303564,3
370088,3
370086,3
370105,3
370102,3
207958,3
122199,1
221572,3
221572,1
221573,3
139387,3
370050,3
388128,3
112513,1
112513,3
122198,3
106083,3
201459,3
280713,3
2424,3
2424,2
2424,1
50646,3
104013,1
265695,1
24950,1
157291,1
157291,3
361108,1
353413,1
347335,1
353414,1
353412,1
237825,1
299909,1
143903,1
279712,1
360305,1
360306,1
360308,1
250464,1
378552,1
239355,1
249757,1
143904,1
219409,1
370885,1
361109,1
361107,1
351284,1
347334,1
351285,1
351286,1
157318,1
157319,1
328038,1
168217,1
328037,1
352907,1
206166,1
247182,1
247181,1
217040,1
206160,1
217041,1
247191,1
247186,1
153592,1
205115,1
202703,1
217043,1
238351,1
371881,1
247208,1
247200,1
247201,1
247187,1
247203,1
247206,1
217048,1
247205,1
247204,1
247202,1
247198,1
247209,1
217050,1
368799,1
366016,1
206158,1
247185,1
176611,1
337331,1
247213,1
217053,1
259254,1
247210,1
217054,1
217055,1
217059,1
217061,1
206165,1
238352,1
177526,1
247212,1
536941,1
247197,1
247207,1
247199,1
217064,1
247196,1
304032,1
247195,1
247214,1
382658,1
247215,1
247194,1
88722,1
247193,1
206167,1
237420,1
279267,3
279267,1
318516,3
318516,1
327345,3
327345,1
330507,3
330507,1
327343,3
327343,1
362334,3
362334,1
317783,3
317783,1
353304,3
353304,1
308663,3
308663,1
353303,3
353303,1
337952,3
337952,1
520014,3
520014,1
243511,3
243511,1
310421,3
310421,1
229738,3
229738,1
220979,3
220979,1
310444,3
310444,1
298996,3
298996,1
319764,3
319764,1
372706,3
372706,1
311518,3
311518,1
302488,3
302488,1
379317,3
379317,1
291493,3
291493,1
362344,3
362344,1
371108,3
371108,1
362348,3
362348,1
371105,3
371105,1
371107,3
371107,1
371106,3
371106,1
346089,3
346089,1
362338,3
362338,1
351241,3
351241,1
197920,3
197920,1
197918,3
197918,1
302939,3
302939,1
236362,3
236362,1
197940,3
197940,1
302941,3
302941,1
199680,3
199680,1
526085,3
526085,1
525691,3
525691,1
386136,3
386136,1
386137,3
386137,1
362314,3
362314,1
526409,3
526409,1
242712,3
242712,1
362302,3
362302,1
362300,3
362300,1
526331,3
526331,1
362329,3
362329,1
362327,3
362327,1
281327,3
281327,1
281326,3
281326,1
362328,3
362328,1
526374,3
526374,1
362058,3
362058,1
362062,3
362062,1
325067,3
325067,1
253808,3
253808,1
297225,3
297225,1
325066,3
325066,1
338678,3
338678,1
362333,3
362333,1
362301,3
362301,1
362298,3
362298,1
362475,3
362475,1
362473,3
362473,1
525614,3
525614,1
525566,3
525566,1
241573,3
241573,1
310420,3
310420,1
226814,3
226814,1
227194,3
227194,1
362318,3
362318,1
362317,3
362317,1
362319,3
362319,1
362265,3
362265,1
362268,3
362268,1
315670,3
315670,1
325073,3
325073,1
362264,3
362264,1
352911,3
352911,1
334463,3
334463,1
352913,3
352913,1
306844,3
306844,1
525917,3
525917,1
334465,3
334465,1
242728,3
242728,1
362311,3
362311,1
362312,3
362312,1
362313,3
362313,1
525531,3
525531,1
362296,3
362296,1
362295,3
362295,1
362294,3
362294,1
362293,3
362293,1
286006,3
286006,1
362273,3
362273,1
351288,3
351288,1
353705,3
353705,1
344629,3
344629,1
236375,3
236375,1
302940,3
302940,1
197915,3
197915,1
197943,3
197943,1
310141,3
310141,1
197919,3
197919,1
302942,3
302942,1
298640,3
298640,1
362257,3
362257,1
362343,3
362343,1
361857,3
361857,1
362346,3
362346,1
362342,3
362342,1
362347,3
362347,1
310443,3
310443,1
362262,3
362262,1
362261,3
362261,1
363356,3
363356,1
362341,3
362341,1
362340,3
362340,1
362337,3
362337,1
202027,3
202027,1
202025,3
202025,1
520394,3
520394,1
524793,3
524793,1
199681,3
199681,1
211942,3
211942,1
524792,3
524792,1
524808,3
524808,1
525139,3
525139,1
525265,3
525265,1
367815,3
367815,1
156433,3
526675,3
206616,3
248450,3
206619,3
133111,3
133111,1
344138,3
344138,1
55173,3
55173,1
80135,3
80135,1
44937,3
44937,1
206519,3
206520,3
157369,3
90822,3
105534,3
105534,1
259166,3
259166,1
517190,3
378119,3
378119,1
343227,1
343227,3
71018,3
287907,3
287907,1
236719,3
236719,1
329575,1
329575,3
319071,3
319071,1
345569,3
278248,3
270426,3
270426,1
347316,3
347316,1
325164,3
329595,3
329595,1
534038,3
534038,1
251801,1
251801,3
522830,3
251803,3
345570,3
345570,1
236718,3
236718,1
346581,3
346581,1
287914,3
287914,1
371583,3
371583,1
306727,3
306727,1
302125,3
302125,1
346582,1
346582,3
251806,1
251806,3
522813,3
522813,1
346583,1
346583,3
329584,1
329584,3
346584,3
346584,1
522817,3
522817,1
329591,1
329591,3
522805,3
522805,1
329585,1
329585,3
251809,1
251809,3
522818,3
329228,1
329228,3
329608,1
329608,3
517159,3
517159,1
329609,3
329609,1
378969,3
378969,1
329599,1
329599,3
251804,1
251804,3
354045,3
354046,3
354046,1
273493,3
273493,1
297297,3
297297,1
354058,1
354058,3
354059,1
354059,3
309231,1
309231,3
218349,3
218349,1
518121,3
354103,1
354103,3
251808,1
251808,3
246868,1
246868,3
106088,3
106088,1
246853,1
246853,3
241699,1
241699,3
241702,1
241702,3
241703,3
106090,3
106090,1
241704,1
241704,3
241705,1
241705,3
246863,1
246863,3
361040,1
361040,3
241706,3
106092,1
106092,3
210490,3
210490,1
241707,3
241707,1
246859,1
246859,3
246864,3
246864,1
241710,3
241710,1
275170,3
275170,1
241701,3
241701,1
207112,1
207112,3
329598,1
329598,3
329592,3
329592,1
207116,1
207116,3
219165,3
219165,1
157404,3
157404,1
157405,3
157405,1
383264,3
383264,1
210495,3
210495,1
210489,3
210489,1
207136,3
207136,1
207137,3
207137,1
522006,3
517173,3
518089,3
346586,3
346586,1
346587,3
346587,1
251815,3
251815,1
371986,1
371986,3
217771,3
217771,1
346591,1
346591,3
251814,3
251814,1
307212,1
307212,3
306745,3
306745,1
217770,3
217770,1
157406,3
157406,1
207141,3
207141,1
119108,3
119108,2
121158,1
121158,2
121158,3
52915,3
52915,2
3055,3
3055,2
300994,3
300994,2
28782,3
20782,1
176857,1
176857,3
295470,3
295470,1
290938,3
290938,1
290928,3
290928,1
290933,3
290933,1
290935,3
290935,1
290930,3
290930,1
290931,3
290931,1
290936,3
290936,1
290934,3
290934,1
295280,3
295280,1
295073,3
295073,1
295074,3
295074,1
295072,3
295072,1
295276,3
295276,1
295277,3
295277,1
290939,3
290939,1
349565,1
342006,1
298137,3
298137,1
295273,3
295273,1
295079,3
295079,1
295078,3
295078,1
295070,3
295070,1
295062,3
295062,1
295066,3
295066,1
295068,3
295068,1
295063,3
295063,1
295064,3
295064,1
295069,3
295069,1
295067,3
295067,1
295075,3
295075,1
295076,3
295076,1
295071,3
295071,1
299492,1
344159,1
106096,1
370796,1
238381,1
371879,1
348385,1
208968,1
209062,1
209068,1
157515,1
174782,1
209074,1
209106,1
209104,1
142250,3
109388,1
210112,3
210112,1
105499,3
105499,1
210411,1
210411,3
210412,3
210412,1
3722,1
3722,3
157604,3
163712,1
163712,3
181608,1
181608,3
285698,3
285698,1
157618,3
157618,1
140062,3
140062,1
178973,3
143418,3
